scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
D/20250403/2610,2025-03-21,2025-04-03,PHISHING,SMS,SMS,BANK TRANSFER,TRUST,66278282,+6592353785,NA,NA,https://secure-dbs-login.com/verify,2063.27,"I received an SMS from +6592353785 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a TRUST. 
The transaction is as follows:
A transaction of $2063.27 was made to TRUST account 66278282 on 2025-03-21.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
E/20250702/7886,2025-06-17,2025-07-02,PHISHING,SMS,SMS,BANK TRANSFER,UOB,72368876,+6597446596,NA,NA,https://secure-dbs-login.com/verify,2182.33,"I received an SMS from +6597446596 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a UOB. 
The transaction is as follows:
A transaction of $2182.33 was made to UOB account 72368876 on 2025-06-17.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
D/20250713/7814,2025-06-24,2025-07-13,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,04384279,+6599608547,NA,NA,https://secure-dbs-login.com/verify,2508.04,"I received an SMS from +6599608547 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $2508.04 was made to MAYBANK account 04384279 on 2025-06-24.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
A/20250408/2555,2025-03-21,2025-04-08,PHISHING,SMS,SMS,BANK TRANSFER,CIMB,83613407,+6591459332,NA,NA,https://secure-dbs-login.com/verify,413.52,"I received an SMS from +6591459332 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a CIMB. 
The transaction is as follows:
A transaction of $413.52 was made to CIMB account 83613407 on 2025-03-21.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,PAYMENT FAILED
J/20250609/7214,2025-05-15,2025-06-09,PHISHING,SMS,SMS,BANK TRANSFER,TRUST,59629233,+6598930189,NA,NA,https://secure-dbs-login.com/verify,2259.39,"I received an SMS from +6598930189 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a TRUST. 
The transaction is as follows:
A transaction of $2259.39 was made to TRUST account 59629233 on 2025-05-15.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
E/20250429/2720,2025-04-23,2025-04-29,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,94812604,+6594188889,NA,NA,https://secure-dbs-login.com/verify,2276.22,"I received an SMS from +6594188889 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $2276.22 was made to MAYBANK account 94812604 on 2025-04-23.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,PAYMENT FAILED
J/20250730/7779,2025-07-03,2025-07-30,PHISHING,SMS,SMS,BANK TRANSFER,CITIBANK,72946671,+6598650558,NA,NA,https://secure-dbs-login.com/verify,2759.7,"I received an SMS from +6598650558 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a CITIBANK. 
The transaction is as follows:
A transaction of $2759.70 was made to CITIBANK account 72946671 on 2025-07-03.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,PAYMENT FAILED
F/20250606/2465,2025-05-07,2025-06-06,PHISHING,SMS,SMS,BANK TRANSFER,BOC,90175186,+6593554277,NA,NA,https://secure-dbs-login.com/verify,1059.66,"I received an SMS from +6593554277 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a BOC. 
The transaction is as follows:
A transaction of $1059.66 was made to BOC account 90175186 on 2025-05-07.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
G/20250708/2345,2025-06-11,2025-07-08,PHISHING,SMS,SMS,BANK TRANSFER,TRUST,29750017,+6592650523,NA,NA,https://secure-dbs-login.com/verify,234.19,"I received an SMS from +6592650523 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a TRUST. 
The transaction is as follows:
A transaction of $234.19 was made to TRUST account 29750017 on 2025-06-11.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
D/20250201/7705,2025-01-18,2025-02-01,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,24154152,+6595125594,NA,NA,https://secure-dbs-login.com/verify,1868.42,"I received an SMS from +6595125594 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $1868.42 was made to MAYBANK account 24154152 on 2025-01-18.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
A/20250507/2671,2025-04-29,2025-05-07,PHISHING,SMS,SMS,BANK TRANSFER,DBS,03712938,+6590135267,NA,NA,https://secure-dbs-login.com/verify,2875.95,"I received an SMS from +6590135267 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a DBS. 
The transaction is as follows:
A transaction of $2875.95 was made to DBS account 03712938 on 2025-04-29.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
D/20250427/2710,2025-04-23,2025-04-27,PHISHING,SMS,SMS,BANK TRANSFER,CIMB,13611155,+6596420993,NA,NA,https://secure-dbs-login.com/verify,2775.85,"I received an SMS from +6596420993 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a CIMB. 
The transaction is as follows:
A transaction of $2775.85 was made to CIMB account 13611155 on 2025-04-23.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,OUTSTANDING BILLS
G/20250705/7543,2025-06-30,2025-07-05,PHISHING,SMS,SMS,BANK TRANSFER,UOB,92753269,+6591454383,NA,NA,https://secure-dbs-login.com/verify,2232.17,"I received an SMS from +6591454383 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a UOB. 
The transaction is as follows:
A transaction of $2232.17 was made to UOB account 92753269 on 2025-06-30.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,OUTSTANDING BILLS
F/20250124/2359,2025-01-20,2025-01-24,PHISHING,SMS,SMS,BANK TRANSFER,BOC,23413899,+6595060836,NA,NA,https://secure-dbs-login.com/verify,1925.2,"I received an SMS from +6595060836 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a BOC. 
The transaction is as follows:
A transaction of $1925.20 was made to BOC account 23413899 on 2025-01-20.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
F/20250304/7765,2025-02-15,2025-03-04,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,03761379,+6596058222,NA,NA,https://secure-dbs-login.com/verify,973.94,"I received an SMS from +6596058222 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $973.94 was made to MAYBANK account 03761379 on 2025-02-15.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,PAYMENT FAILED
G/20250424/2374,2025-03-27,2025-04-24,PHISHING,SMS,SMS,BANK TRANSFER,HSBC,71091043,+6596676912,NA,NA,https://secure-dbs-login.com/verify,1566.71,"I received an SMS from +6596676912 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a HSBC. 
The transaction is as follows:
A transaction of $1566.71 was made to HSBC account 71091043 on 2025-03-27.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
J/20250412/2433,2025-03-20,2025-04-12,PHISHING,SMS,SMS,BANK TRANSFER,CITIBANK,18892414,+6592606795,NA,NA,https://secure-dbs-login.com/verify,2277.83,"I received an SMS from +6592606795 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a CITIBANK. 
The transaction is as follows:
A transaction of $2277.83 was made to CITIBANK account 18892414 on 2025-03-20.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,PAYMENT FAILED
