vic_first_name,vic_last_name,vic_nric,vic_sex,vic_dob,vic_nationality,vic_race,vic_occupation,vic_contact_no,vic_email,vic_blk,vic_street,vic_unit_no,vic_postal_code,scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
AHMAD,BINTE RAHMAN,G5222660X,MALE,1952-09-21,MALAYSIAN,MALAY,CUSTOMER SUPPORT SPECIALIST,+6592926839,ahmad.binterahman@outlook.com,575,HOUGANG AVE,#22-72,547080,D/20250124/2084,2025-01-14,2025-01-24,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,GXS,14429444,NA,NA,sanderselaine,https://www.deals4u-1232.shop/durians,2895.16,"I saw an ad for discounted food items on Facebook posted by 'sanderselaine'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-1232.shop/durians) in the post, I was redirected to a site requesting my my banking credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a GXS. The transaction is as follows:
A transaction of $2895.16 was made to GXS account 14429444 on 2025-01-14.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
HAO MIN,WONG,S5399229X,MALE,1953-04-11,SINGAPOREAN,CHINESE,STUDENT,+6599241585,haomin_wong@yahoo.com.sg,291,CLEMENTI AVE,#20-79,659392,A/20250421/7325,2025-03-22,2025-04-21,PHISHING,SMS,SMS,BANK TRANSFER,GXS,81252056,+6597432381,NA,NA,https://secure-dbs-login.com/verify,1767.95,"I received an SMS from +6597432381 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a GXS. 
The transaction is as follows:
A transaction of $1767.95 was made to GXS account 81252056 on 2025-03-22.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
FATIMAH,BIN ISMAIL,S5786823A,FEMALE,1957-08-18,SINGAPOREAN,MALAY,LOGISTICS COORDINATOR,+6596333337,fatimah.binismail@yahoo.com.sg,394,BUKIT BATOK ST,#35-18,785280,J/20250523/2578,2025-05-21,2025-05-23,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,BOC,88039551,NA,NA,parrishthomas,https://www.deals4u-3446.shop/durians,2904.24,"I saw an ad for discounted food items on Facebook posted by 'parrishthomas'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-3446.shop/durians) in the post, I was redirected to a site requesting my my card credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a BOC. The transaction is as follows:
A transaction of $2904.24 was made to BOC account 88039551 on 2025-05-21.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
JIA TING,LIM,S7360685H,FEMALE,1973-08-19,SINGAPOREAN,CHINESE,MARKETING COORDINATOR,+6598612629,jt.lim@gmail.com,160,TIONG BAHRU RD,#28-12,332823,G/20250627/7312,2025-06-14,2025-06-27,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,UOB,58925832,NA,NA,jeffrey82,https://www.deals4u-1827.shop/durians,1682.4,"I saw an ad for discounted food items on Facebook posted by 'jeffrey82'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-1827.shop/durians) in the post, I was redirected to a site requesting my my banking credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a UOB. The transaction is as follows:
A transaction of $1682.40 was made to UOB account 58925832 on 2025-06-14.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
HASSAN,BIN ISMAIL,S7287005D,MALE,1972-08-07,SINGAPOREAN,MALAY,OFFICE CLERK,+6591530068,hassan_binismail@yahoo.com.sg,730,CHOA CHU KANG LOOP,#01-28,599968,J/20250423/7668,2025-04-07,2025-04-23,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,UOB,06425690,NA,NA,david66,https://www.deals4u-9444.shop/durians,2568.62,"I saw an ad for discounted food items on Facebook posted by 'david66'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-9444.shop/durians) in the post, I was redirected to a site requesting my my banking credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a UOB. The transaction is as follows:
A transaction of $2568.62 was made to UOB account 06425690 on 2025-04-07.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
XIN HAO,NG,T0707159N,MALE,2007-04-28,SINGAPOREAN,CHINESE,LOGISTICS COORDINATOR,+6598393009,xinhao.ng@outlook.com,582,TIONG BAHRU RD,#23-10,516359,A/20250526/2113,2025-05-12,2025-05-26,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,GXS,10220317,NA,NA,zachary39,https://www.deals4u-4139.shop/durians,2191.64,"I saw an ad for discounted food items on Facebook posted by 'zachary39'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-4139.shop/durians) in the post, I was redirected to a site requesting my my banking credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a GXS. The transaction is as follows:
A transaction of $2191.64 was made to GXS account 10220317 on 2025-05-12.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
HAO WEI,GOH,G9621704G,MALE,1996-10-06,MALAYSIAN,CHINESE,CUSTOMER SUPPORT SPECIALIST,+6595679880,hw.goh@yahoo.com.sg,843,QUEENSTOWN RD,#12-88,587192,E/20250317/2173,2025-02-20,2025-03-17,PHISHING,SMS,SMS,BANK TRANSFER,TRUST,79270335,+6591885284,NA,NA,https://secure-dbs-login.com/verify,2534.16,"I received an SMS from +6591885284 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a TRUST. 
The transaction is as follows:
A transaction of $2534.16 was made to TRUST account 79270335 on 2025-02-20.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
SOPHIA,PEREIRA,T0387431K,FEMALE,2003-11-05,SINGAPOREAN,EURASIAN,TEACHER,+6591800206,s.pereira@yahoo.com.sg,960,YISHUN RING RD,#19-59,772464,F/20250424/7989,2025-04-04,2025-04-24,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,TRUST,50145561,NA,NA,websterkaren,https://www.deals4u-8001.shop/durians,706.23,"I saw an ad for discounted food items on Facebook posted by 'websterkaren'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-8001.shop/durians) in the post, I was redirected to a site requesting my my card credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a TRUST. The transaction is as follows:
A transaction of $706.23 was made to TRUST account 50145561 on 2025-04-04.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
ARJUN,MENON,S6665905C,MALE,1966-05-07,SINGAPOREAN,INDIAN,RETAIL MANAGER,+6597344365,a.menon@outlook.com,459,PUNGGOL WAY,#34-79,266457,E/20250313/2563,2025-03-01,2025-03-13,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,BOC,66593983,NA,NA,lisarodriguez,https://www.deals4u-7145.shop/durians,469.84,"I saw an ad for discounted food items on Facebook posted by 'lisarodriguez'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-7145.shop/durians) in the post, I was redirected to a site requesting my my card credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a BOC. The transaction is as follows:
A transaction of $469.84 was made to BOC account 66593983 on 2025-03-01.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
XIN WEI,LIM,S4975140Z,MALE,1949-06-28,SINGAPOREAN,CHINESE,RETAIL MANAGER,+6595232651,xinwei.lim@outlook.com,361,TOA PAYOH LOR,#14-67,606384,E/20250123/2361,2025-01-12,2025-01-23,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,20949407,+6594894806,NA,NA,https://secure-dbs-login.com/verify,1645.12,"I received an SMS from +6594894806 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $1645.12 was made to MAYBANK account 20949407 on 2025-01-12.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,UNAUTHORIZED ACCESS TO BANK ACCOUNT
RAHUL,RAO,G9947700L,MALE,1999-02-04,MALAYSIAN,INDIAN,OFFICE CLERK,+6597867190,rahul_rao@gmail.com,462,QUEENSTOWN RD,#20-36,720148,D/20250120/7967,2025-01-10,2025-01-20,PHISHING,SMS,SMS,BANK TRANSFER,GXS,11386338,+6599368791,NA,NA,https://secure-dbs-login.com/verify,420.73,"I received an SMS from +6599368791 claiming to be from DBS, stating that there was a failed payment attempt. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a GXS. 
The transaction is as follows:
A transaction of $420.73 was made to GXS account 11386338 on 2025-01-10.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,PAYMENT FAILED
LI MIN,WONG,T0457120R,MALE,2004-10-27,SINGAPOREAN,CHINESE,IT SUPPORT,+6594014486,limin.wong@outlook.com,258,BEDOK NORTH RD,#34-29,768933,F/20250730/2464,2025-07-08,2025-07-30,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,CIMB,19903849,NA,NA,sandra84,https://www.deals4u-4401.shop/durians,2301.79,"I saw an ad for discounted food items on Facebook posted by 'sandra84'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-4401.shop/durians) in the post, I was redirected to a site requesting my my banking credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a CIMB. The transaction is as follows:
A transaction of $2301.79 was made to CIMB account 19903849 on 2025-07-08.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
JIA JIA,TAN,S8226042W,FEMALE,1982-05-24,SINGAPOREAN,CHINESE,NURSE,+6599039036,jiajia_tan@gmail.com,182,YISHUN RING RD,#19-38,700556,E/20250125/7742,2025-01-13,2025-01-25,PHISHING,SMS,SMS,BANK TRANSFER,MAYBANK,30091093,+6591449322,NA,NA,https://secure-dbs-login.com/verify,1102.87,"I received an SMS from +6591449322 claiming to be from DBS, stating that there was unauthorized access to my bank account. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my banking credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a MAYBANK. 
The transaction is as follows:
A transaction of $1102.87 was made to MAYBANK account 30091093 on 2025-01-13.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,BANKING CREDENTIALS,LOG IN FROM ANOTHER DEVICE,UNAUTHORIZED ACCESS TO BANK ACCOUNT
VIKRAM,PILLAI,G6921267R,MALE,1969-07-19,MALAYSIAN,INDIAN,ADMINISTRATIVE ASSISTANT,+6595312979,v.pillai@gmail.com,379,CHOA CHU KANG LOOP,#06-01,423241,D/20250720/2200,2025-07-01,2025-07-20,PHISHING,FACEBOOK,FACEBOOK,BANK TRANSFER,BOC,49465190,NA,NA,taralopez,https://www.deals4u-9362.shop/durians,2420.28,"I saw an ad for discounted food items on Facebook posted by 'taralopez'. The seller was promoting the sale of durians.
Upon clicking the link (https://www.deals4u-9362.shop/durians) in the post, I was redirected to a site requesting my my card credentials to complete the purchase. 
After submitting my details, I received an SMS requesting to key in my Youtrip login code. I subsequently received an SMS that there had been a log in to my account from another device. 
Later, an unauthorized transaction was made to a BOC. The transaction is as follows:
A transaction of $2420.28 was made to BOC account 49465190 on 2025-07-01.
",SOCIAL MEDIA AD FOOD PHISHING,NA,NA,NA,NA,NA,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,DISCOUNTED FOOD ITEMS
JIA JIA,TAN,S7299534E,FEMALE,1972-10-03,SINGAPOREAN,CHINESE,CUSTOMER SUPPORT SPECIALIST,+6593645172,jiajia.tan@hotmail.com,782,KALLANG BAHRU,#04-18,628373,E/20250524/2462,2025-05-16,2025-05-24,PHISHING,SMS,SMS,BANK TRANSFER,SCB,84215031,+6598097744,NA,NA,https://secure-dbs-login.com/verify,167.44,"I received an SMS from +6598097744 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to increase my account transfer limit, resulting in an unauthorized transaction to a SCB. 
The transaction is as follows:
A transaction of $167.44 was made to SCB account 84215031 on 2025-05-16.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,INCREASE TRANSFER LIMIT,OUTSTANDING BILLS
HAO XIN,CHAN,S4723413R,MALE,1947-02-21,SINGAPOREAN,CHINESE,RETAIL MANAGER,+6592349030,hx.chan@hotmail.com,780,CHOA CHU KANG LOOP,#38-94,502686,G/20250313/7374,2025-02-20,2025-03-13,PHISHING,SMS,SMS,BANK TRANSFER,BOC,17432806,+6596544871,NA,NA,https://secure-dbs-login.com/verify,2643.01,"I received an SMS from +6596544871 claiming to be from DBS, stating that there was outstanding bills that needed to be paid. 
It requested that I verify my identity via a provided link (https://secure-dbs-login.com/verify) to prevent unauthorized transactions. 
After clicking the link, I was directed to a website resembling DBS's official website, where I provided my my card credentials. 
Subsequently, my credentials were used to log in to my account from another device, resulting in an unauthorized transaction to a BOC. 
The transaction is as follows:
A transaction of $2643.01 was made to BOC account 17432806 on 2025-02-20.
",SMS BANK PHISHING,NA,NA,LEGITIMATE ENTITY,DBS,DBS,NA,NA,CARD CREDENTIALS,LOG IN FROM ANOTHER DEVICE,OUTSTANDING BILLS
